transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome,blast_ara
tr_10838,Module_64,-0.775,Phvul.007G272600,coding,GLYMA20G22010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G272600,| Symbols: bHLH104 | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr4:8300418-8301503 FORWARD LENGTH=277
tr_22419,Module_64,-0.777480203,Phvul.009G151600,coding,GLYMA06G16640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G151600,| Symbols:  | SAUR-like auxin-responsive protein family  | chr5:21772107-21772535 FORWARD LENGTH=142
tr_22624,Module_64,-0.778571429,Phvul.006G174300,coding,GLYMA13G30030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G174300,None
tr_26721,Module_64,-0.782142857,Phvul.003G100200,coding,GLYMA17G02540.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G100200,"| Symbols: SOG1, ANAC008 | NAC (No Apical Meristem) domain transcriptional regulator superfamily protein | chr1:8997064-8999600 REVERSE LENGTH=449"
tr_5334,Module_64,-0.785714286,Phvul.008G256200,coding,GLYMA07G00560.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G256200,| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr3:7442873-7445231 REVERSE LENGTH=339
tr_5521,Module_64,-0.858037436,Phvul.009G244900,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G244900,
tr_13029,Module_64,-0.889285714,Phvul.003G198200,coding,GLYMA05G01970.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G198200,| Symbols:  | hypoxia-responsive family protein / zinc finger (C3HC4-type RING finger) family protein | chr3:17725410-17727954 REVERSE LENGTH=349
tr_27102,Module_65,0.843610703,Phvul.005G136800,coding,GLYMA12G29310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G136800,| Symbols: MLO6 | Seven transmembrane MLO family protein | chr1:22708875-22711488 REVERSE LENGTH=521
tr_23483,Module_65,0.796428571,Phvul.004G170100,coding,GLYMA01G01260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G170100,| Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr4:15862168-15862641 FORWARD LENGTH=157
tr_14850,Module_65,0.789285714,Phvul.003G163400,coding,GLYMA13G23740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G163400,| Symbols:  | Lactoylglutathione lyase / glyoxalase I family protein | chr1:30151280-30151930 FORWARD LENGTH=141
tr_9904,Module_65,0.764285714,Phvul.010G043700,coding,GLYMA07G13380.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G043700,"| Symbols: EIF4G, CUM2 | eukaryotic translation initiation factor 4G | chr3:22261842-22268295 FORWARD LENGTH=1727"
tr_9698,Module_65,0.742857143,Phvul.002G325200,coding,GLYMA05G34270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G325200,| Symbols:  | RING/U-box superfamily protein | chr1:27739366-27741161 REVERSE LENGTH=367
tr_276,Module_65,0.739285714,Phvul.L002700,coding,GLYMA20G02770.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.L002700,| Symbols: ZIP10 | zinc transporter 10 precursor | chr1:11175559-11177362 REVERSE LENGTH=364
tr_12785,Module_65,0.728571429,Phvul.004G041600,coding,GLYMA19G04240.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G041600,"| Symbols: RGP3, RGP | reversibly glycosylated polypeptide 3 | chr3:2708347-2709714 REVERSE LENGTH=362"
tr_1937,Module_65,0.722606911,Phvul.004G127400,coding,GLYMA16G32950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G127400,None
tr_2552,Module_65,0.721428571,Phvul.003G168000,coding,GLYMA13G22790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G168000,| Symbols:  | Protein kinase superfamily protein | chr5:4886414-4888555 FORWARD LENGTH=493
tr_24250,Module_65,-0.717857143,Phvul.005G070100,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G070100,None
tr_13880,Module_65,-0.721428571,Phvul.009G136400,coding,GLYMA06G12950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G136400,| Symbols:  | Dof-type zinc finger DNA-binding family protein | chr3:19435447-19436190 FORWARD LENGTH=247
tr_252,Module_65,-0.725,Phvul.001G144100,coding,GLYMA19G33170.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G144100,| Symbols: SINAT2 | seven in absentia of Arabidopsis 2 | chr3:21489612-21491085 FORWARD LENGTH=308
tr_5471,Module_65,-0.725,Phvul.003G215200,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G215200,
tr_18654,Module_65,-0.726464703,Phvul.002G166700,coding,GLYMA11G07710.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G166700,| Symbols: SHI | Lateral root primordium (LRP) protein-related | chr5:26504714-26506143 REVERSE LENGTH=331
tr_17215,Module_65,-0.728571429,Phvul.002G219700,coding,GLYMA07G30750.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G219700,| Symbols:  | Quinone reductase family protein | chr4:13661458-13663243 REVERSE LENGTH=205
tr_5331,Module_65,-0.734100171,Phvul.005G057500,coding,GLYMA08G18200.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G057500,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32210.1); Has 74 Blast hits to 74 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 74; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:13674588-13674906 FORWARD LENGTH=66
tr_3344,Module_65,-0.734771745,Phvul.006G139400,coding,GLYMA15G12570.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G139400,"| Symbols: NF-YB3 | nuclear factor Y, subunit B3 | chr4:8344663-8345148 FORWARD LENGTH=161"
tr_151,Module_65,-0.739285714,Phvul.002G131800,coding,GLYMA09G34550.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G131800,| Symbols:  | Mob1/phocein family protein | chr5:18462284-18464840 FORWARD LENGTH=215
tr_11313,Module_65,-0.739285714,Phvul.004G125400,coding,GLYMA16G32740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G125400,"| Symbols:  | Embryo-specific protein 3, (ATS3) | chr5:24984463-24985674 REVERSE LENGTH=190"
tr_9891,Module_65,-0.746428571,Phvul.011G024100,coding,GLYMA11G10170.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G024100,"| Symbols: SCL3, SCL-3 | scarecrow-like 3 | chr1:18678177-18679625 REVERSE LENGTH=482"
tr_6131,Module_65,-0.750670541,Phvul.010G003100,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G003100,
tr_11193,Module_65,-0.753571429,Phvul.008G106500,coding,GLYMA18G42730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G106500,| Symbols:  | Protein kinase family protein with leucine-rich repeat domain | chr1:13220940-13224386 FORWARD LENGTH=1120
tr_3924,Module_65,-0.757142857,Phvul.006G093200,coding,GLYMA19G42460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G093200,"| Symbols: HAP5C, NF-YC9 | nuclear factor Y, subunit C9 | chr1:2883144-2883839 FORWARD LENGTH=231"
tr_24992,Module_65,-0.757142857,Phvul.009G013600,coding,GLYMA04G03020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G013600,"| Symbols: RD19, RD19A | Papain family cysteine protease | chr4:18215826-18217326 REVERSE LENGTH=368"
tr_2793,Module_65,-0.760714286,Phvul.007G263700,coding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G263700,None
tr_18645,Module_65,-0.767857143,Phvul.003G294300,coding,GLYMA07G33260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G294300,| Symbols: CRK | CDPK-related kinase | chr3:18753833-18756487 FORWARD LENGTH=601
tr_6261,Module_65,-0.771428571,Phvul.003G219600,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G219600,
tr_6872,Module_65,-0.785714286,Phvul.008G078600,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G078600,
tr_11709,Module_65,-0.792857143,Phvul.006G214700,coding,GLYMA08G19860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G214700,| Symbols:  | Phosphatidylinositol-4-phosphate 5-kinase family protein | chr1:3632396-3636416 REVERSE LENGTH=754
tr_1058,Module_65,-0.796428571,Phvul.001G104600,coding,GLYMA16G04050.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G104600,| Symbols: CAT4 | cationic amino acid transporter 4 | chr3:925870-930974 REVERSE LENGTH=801
tr_13595,Module_65,-0.810714286,Phvul.004G038200,noncoding,GLYMA20G22090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G038200,None
tr_4531,Module_65,-0.839285714,Phvul.006G176400,coding,GLYMA15G08860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G176400,| Symbols:  | Dof-type zinc finger DNA-binding family protein | chr1:10183797-10184324 REVERSE LENGTH=175
tr_20576,Module_66,0.803571429,Phvul.007G177700,coding,GLYMA10G03800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G177700,"| Symbols: PROT1, ATPROT1 | proline transporter 1 | chr2:16656022-16658202 FORWARD LENGTH=442"
tr_22393,Module_66,0.798098648,Phvul.002G178100,coding,GLYMA05G27500.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G178100,| Symbols:  | Chaperone DnaJ-domain superfamily protein | chr1:10662851-10664570 REVERSE LENGTH=455
tr_5437,Module_66,0.792857143,Phvul.005G019900,coding,GLYMA15G42750.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G019900,| Symbols:  | zinc finger (CCCH-type/C3HC4-type RING finger) family protein | chr3:2580603-2582043 REVERSE LENGTH=323
tr_4761,Module_66,0.778571429,Phvul.008G257600,coding,GLYMA02G39640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G257600,| Symbols: TAF15b | TBP-associated factor 15B | chr5:23638566-23640854 REVERSE LENGTH=422
tr_24405,Module_66,0.778571429,Phvul.006G008700,coding,GLYMA04G16660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G008700,| Symbols:  | Ribosomal protein S19e family protein | chr3:364138-365161 REVERSE LENGTH=143
tr_21013,Module_66,0.764285714,Phvul.006G080000,coding,GLYMA11G31400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G080000,| Symbols: CRF4 | cytokinin response factor 4 | chr4:13909732-13910739 REVERSE LENGTH=335
tr_27117,Module_66,-0.759607095,Phvul.001G117600,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G117600,None
tr_17806,Module_66,-0.760714286,Phvul.002G040500,coding,GLYMA01G44330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G040500,"| Symbols: HSF3, HSFA1B, ATHSFA1B | heat shock factor 3 | chr5:5530446-5532497 FORWARD LENGTH=481"
tr_2475,Module_66,-0.764285714,Phvul.004G135100,coding,GLYMA12G34020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G135100,"| Symbols:  | disease resistance protein (TIR-NBS-LRR class), putative | chr5:5822999-5827153 FORWARD LENGTH=1294"
tr_8142,Module_66,-0.767857143,Phvul.003G064900,coding,GLYMA08G38840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G064900,"| Symbols: PHT2;1, ORF02 | phosphate transporter 2;1 | chr3:9756416-9758413 FORWARD LENGTH=587"
tr_24333,Module_66,-0.767857143,Phvul.007G165400,noncoding,GLYMA11G13780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G165400,None
tr_16374,Module_66,-0.775,Phvul.004G071900,coding,GLYMA16G26080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G071900,| Symbols: TET6 | tetraspanin6 | chr3:3852326-3853714 REVERSE LENGTH=282
tr_14594,Module_66,-0.782142857,Phvul.008G184900,coding,GLYMA02G38250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G184900,| Symbols:  | hydroxyproline-rich glycoprotein family protein | chr5:26245444-26246245 REVERSE LENGTH=136
tr_8241,Module_66,-0.788535531,Phvul.009G049300,coding,GLYMA04G40990.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G049300,"| Symbols: EMB2024, PGL3 | NagB/RpiA/CoA transferase-like superfamily protein | chr5:8330532-8331784 REVERSE LENGTH=325"
tr_10024,Module_66,-0.789285714,Phvul.003G273900,coding,GLYMA08G34280.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G273900,"| Symbols: bZIP16, AtbZIP16 | basic region/leucine zipper transcription factor 16 | chr2:14923280-14926025 REVERSE LENGTH=409"
tr_20908,Module_66,-0.789285714,Phvul.003G075800,coding,GLYMA07G40270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G075800,| Symbols: ARF1 | auxin response factor 1 | chr1:21980414-21984193 FORWARD LENGTH=660
tr_12549,Module_66,-0.792857143,Phvul.002G220900,coding,GLYMA08G06460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G220900,"| Symbols: B160 | Zinc finger, RING-type;Transcription factor jumonji/aspartyl beta-hydroxylase | chr4:11407835-11412159 REVERSE LENGTH=927"
tr_25814,Module_66,-0.792857143,Phvul.006G178700,coding,GLYMA15G08660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G178700,| Symbols: iqd9 | IQ-domain 9 | chr2:14360502-14361630 REVERSE LENGTH=263
tr_6544,Module_66,-0.796428571,Phvul.002G324900,coding,GLYMA08G05370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G324900,"| Symbols: AHK3, HK3 | histidine kinase 3 | chr1:9487780-9492027 FORWARD LENGTH=1036"
tr_10270,Module_66,-0.796428571,Phvul.007G162500,coding,GLYMA10G05520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G162500,"| Symbols: PRR7, APRR7 | pseudo-response regulator 7 | chr5:638283-641461 REVERSE LENGTH=727"
tr_2146,Module_66,-0.807142857,Phvul.002G251000,coding,GLYMA08G13520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G251000,| Symbols: PYM | partner of Y14-MAGO | chr1:3838777-3839978 FORWARD LENGTH=204
tr_20556,Module_66,-0.807142857,Phvul.010G165700,coding,GLYMA13G03940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G165700,| Symbols:  | Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein | chr3:8966675-8968530 REVERSE LENGTH=222
tr_23299,Module_66,-0.807142857,Phvul.002G1431001,coding,GLYMA01G02400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G1431001,| Symbols:  | Protein of unknown function (duplicated DUF1399) | chr2:9627737-9630840 FORWARD LENGTH=819
tr_3665,Module_66,-0.814285714,Phvul.003G002200,coding,GLYMA20G23660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G002200,"| Symbols: VIIIA, ATVIIIA | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:18650688-18657106 FORWARD LENGTH=1153"
tr_13428,Module_66,-0.817857143,Phvul.007G241700,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G241700,None
tr_27058,Module_66,-0.821428571,Phvul.002G311100,coding,GLYMA05G35660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G311100,"| Symbols: XTH26, ATXTH26 | xyloglucan endotransglucosylase/hydrolase 26 | chr4:14244336-14245781 FORWARD LENGTH=292"
tr_9036,Module_66,-0.825,Phvul.008G206300,coding,GLYMA02G44310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G206300,| Symbols:  | LA RNA-binding protein | chr5:7198817-7203879 REVERSE LENGTH=832
tr_876,Module_66,-0.828571429,Phvul.011G025900,coding,GLYMA20G02460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G025900,"| Symbols:  | alpha 1,4-glycosyltransferase family protein | chr4:10789144-10791433 REVERSE LENGTH=644"
tr_20738,Module_66,-0.839285714,Phvul.005G046500,coding,GLYMA08G17330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G046500,| Symbols:  | Ca(2)-dependent phospholipid-binding protein (Copine) family | chr1:29860812-29863023 FORWARD LENGTH=401
tr_3146,Module_66,-0.846428571,Phvul.010G053000,coding,GLYMA03G26810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G053000,"| Symbols: CYP51G1, EMB1738, CYP51A2, CYP51 | CYTOCHROME P450 51G1 | chr1:3938925-3940585 FORWARD LENGTH=488"
tr_4608,Module_66,-0.846428571,Phvul.008G092400,coding,GLYMA18G43830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G092400,| Symbols:  | Tautomerase/MIF superfamily protein | chr3:19164229-19165076 REVERSE LENGTH=112
tr_11506,Module_66,-0.857142857,Phvul.002G188200,coding,GLYMA08G09390.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G188200,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 37 Blast hits to 37 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). | chr1:17331263-17331726 FORWARD LENGTH=91
tr_2751,Module_66,-0.871428571,Phvul.002G324900,coding,GLYMA08G05370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G324900,"| Symbols: WOL, CRE1, WOL1, AHK4, ATCRE1 | CHASE domain containing histidine kinase protein | chr2:363332-367429 REVERSE LENGTH=1057"
tr_19141,Module_67,0.860714286,Phvul.001G253500,coding,GLYMA18G01890.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G253500,| Symbols: GCL1 | GCR2-like 1 | chr5:26086129-26088069 REVERSE LENGTH=433
tr_19138,Module_67,0.817857143,Phvul.007G061500,coding,GLYMA10G38960.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G061500,"| Symbols: ATARD4, ARD4 | RmlC-like cupins superfamily protein | chr5:17627364-17629122 REVERSE LENGTH=187"
tr_20907,Module_67,0.814285714,Phvul.008G211800,coding,GLYMA02G43790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G211800,| Symbols:  | MD-2-related lipid recognition domain-containing protein / ML domain-containing protein | chr3:3724326-3725476 REVERSE LENGTH=153
tr_20629,Module_67,0.810714286,Phvul.002G300200,coding,GLYMA05G36710.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G300200,| Symbols:  | Glutaredoxin family protein | chr1:23953270-23954376 FORWARD LENGTH=368
tr_6185,Module_67,0.792857143,Phvul.003G169600,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G169600,
tr_23250,Module_67,0.785714286,Phvul.003G111200,coding,GLYMA07G37120.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G111200,"| Symbols: VEP1, AWI31 | NAD(P)-binding Rossmann-fold superfamily protein | chr4:12565219-12566474 FORWARD LENGTH=387"
tr_12357,Module_67,0.778571429,Phvul.006G136300,coding,GLYMA09G01820.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G136300,| Symbols: FPS1 | farnesyl diphosphate synthase 1 | chr5:19345297-19347415 FORWARD LENGTH=384
tr_15277,Module_67,0.771816509,Phvul.004G157900,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G157900,None
tr_10266,Module_67,0.771428571,Phvul.010G030200,coding,GLYMA03G22220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G030200,"| Symbols: RPB15.9, ATRPB15.9, RPB15.9.9, NRPB4 | RNA polymerase II, Rpb4, core protein | chr5:3096276-3097370 FORWARD LENGTH=138"
tr_26697,Module_67,0.76537528,Phvul.001G106100,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G106100,None
tr_2202,Module_67,0.760714286,Phvul.002G052000,coding,GLYMA01G45380.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G052000,"| Symbols: ATVSR3, VSR3, VSR2;2, BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628"
tr_18866,Module_67,0.757142857,Phvul.010G101800,coding,GLYMA16G03760.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G101800,| Symbols: UGT73B1 | UDP-glucosyl transferase 73B1 | chr4:16348267-16349858 REVERSE LENGTH=488
tr_25546,Module_67,0.757142857,Phvul.001G226600,coding,GLYMA03G39230.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G226600,"| Symbols:  | Polynucleotidyl transferase, ribonuclease H-like superfamily protein | chr5:9481429-9482647 FORWARD LENGTH=316"
tr_9570,Module_67,0.753571429,Phvul.007G012200,coding,GLYMA10G43500.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G012200,| Symbols:  | D111/G-patch domain-containing protein | chr5:2762455-2763320 FORWARD LENGTH=141
