transcript,met_module,cor,gene_id,region_soy,blast_soy,blast_ara,Phytozome_link
tr_17219,Module_57,0.742857143,Phvul.007G220400,noncoding,GLYMA13G20320.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G220400
tr_19575,Module_57,0.742857143,Phvul.009G029100,coding,GLYMA04G11370.1,| Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:7828434-7829745 REVERSE LENGTH=314,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G029100
tr_6328,Module_57,0.739285714,Phvul.010G139500,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G139500
tr_24633,Module_57,0.739285714,Phvul.004G112700,coding,GLYMA09G25000.1,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:6945127-6947186 REVERSE LENGTH=317,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G112700
tr_24759,Module_57,0.739285714,Phvul.009G198100,coding,GLYMA04G19030.1,"| Symbols: HY1, ATHO1, HO1, TED4, GUN2, HY6 | Plant haem oxygenase (decyclizing) family protein | chr2:11341816-11343394 FORWARD LENGTH=282",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G198100
tr_18516,Module_57,0.735714286,Phvul.003G283900,coding,GLYMA09G33880.1,| Symbols: PGP10 | P-glycoprotein 10 | chr1:3538470-3543782 REVERSE LENGTH=1227,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G283900
tr_20513,Module_57,0.735714286,Phvul.011G160500,coding,GLYMA06G34250.1,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:27511722-27514783 REVERSE LENGTH=666,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G160500
tr_21669,Module_57,0.735714286,Phvul.003G283900,coding,GLYMA08G36450.1,| Symbols: PGP10 | P-glycoprotein 10 | chr1:3538470-3543782 REVERSE LENGTH=1227,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G283900
tr_12968,Module_57,0.732142857,Phvul.005G016700,coding,GLYMA06G46620.2,| Symbols:  | Ribosomal L18p/L5e family protein | chr1:2838789-2840955 FORWARD LENGTH=234,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G016700
tr_18522,Module_57,0.732142857,Phvul.001G198400,coding,GLYMA19G38970.1,| Symbols:  | ABC-2 type transporter family protein | chr5:1990060-1994605 REVERSE LENGTH=751,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G198400
tr_4753,Module_57,0.728571429,Phvul.004G149900,coding,GLYMA09G30500.1,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr3:7966066-7967925 REVERSE LENGTH=619,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G149900
tr_22782,Module_57,0.728571429,Phvul.001G183400,noncoding,GLYMA03G34530.1,| Symbols:  | PLATZ transcription factor family protein | chr2:11892369-11893488 FORWARD LENGTH=189,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G183400
tr_5185,Module_58,0.810041045,Phvul.002G139600,coding,GLYMA01G21710.1,| Symbols:  | DNAse I-like superfamily protein | chr1:15432576-15434674 REVERSE LENGTH=426,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G139600
tr_168,Module_58,0.778571429,Phvul.011G006200,coding,GLYMA12G00810.1,"| Symbols: COP8, FUS4, EMB134, COP14, CSN4, FUS8, ATS4 | Proteasome component (PCI) domain protein | chr5:17237470-17240649 REVERSE LENGTH=397",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G006200
tr_14009,Module_58,0.777181473,Phvul.002G045500,coding,GLYMA11G00790.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045500
tr_16124,Module_58,0.764285714,Phvul.008G207900,coding,GLYMA14G04610.1,| Symbols:  | Zinc-binding alcohol dehydrogenase family protein | chr5:16894087-16897450 FORWARD LENGTH=390,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G207900
tr_24602,Module_58,0.749108754,Phvul.002G163300,coding,GLYMA11G02070.1,| Symbols: SEH1H | Transducin/WD40 repeat-like superfamily protein | chr1:23881582-23883073 FORWARD LENGTH=326,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G163300
tr_26866,Module_58,0.735714286,Phvul.009G010000,coding,GLYMA17G38250.1,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr4:7939611-7942898 REVERSE LENGTH=1064,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G010000
tr_980,Module_58,0.732142857,Phvul.003G165900,coding,GLYMA13G23470.1,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:6814093-6815171 FORWARD LENGTH=290,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G165900
tr_26120,Module_58,0.732142857,Phvul.007G063300,coding,GLYMA10G38720.1,"| Symbols: PBS2, ATRAR1, RPR2, RAR1 | protein binding;zinc ion binding | chr5:21001373-21003143 REVERSE LENGTH=226",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G063300
tr_20048,Module_58,0.722073568,Phvul.002G032300,coding,GLYMA01G37860.1,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:7937353-7939382 FORWARD LENGTH=398,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G032300
tr_8735,Module_58,0.721428571,Phvul.006G072000,coding,GLYMA11G29280.1,| Symbols:  | Glutaredoxin family protein | chr5:23660428-23661249 FORWARD LENGTH=273,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G072000
tr_2000,Module_58,0.717857143,Phvul.005G134900,coding,GLYMA13G40090.1,"| Symbols:  | Protein of unknown function, DUF584 | chr5:24386247-24386738 FORWARD LENGTH=163",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G134900
tr_9619,Module_58,0.71557978,Phvul.008G283500,noncoding,GLYMA02G47400.2,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G283500
tr_17436,Module_58,0.711986828,Phvul.006G117000,noncoding,GLYMA09G04140.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G117000
tr_10989,Module_58,0.703571429,Phvul.010G038300,coding,GLYMA03G23900.1,| Symbols:  | Protein of unknown function (DUF3550/UPF0682) | chr3:857013-860105 FORWARD LENGTH=607,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G038300
tr_13989,Module_59,0.923018376,Phvul.005G124500,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G124500
tr_21401,Module_59,0.820793803,Phvul.010G118500,coding,GLYMA07G05680.1,| Symbols: iqd17 | IQ-domain 17 | chr4:349300-351307 FORWARD LENGTH=534,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G118500
tr_26866,Module_59,0.789285714,Phvul.009G010000,coding,GLYMA17G38250.1,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr4:7939611-7942898 REVERSE LENGTH=1064,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G010000
tr_194,Module_59,0.778571429,Phvul.001G170100,coding,GLYMA03G32970.1,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: sperm cell, male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37480.1). | chr3:19891104-19892214 FORWARD LENGTH=203",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170100
tr_20420,Module_59,0.778285225,Phvul.003G104500,coding,GLYMA17G10340.1,| Symbols:  | RNA binding | chr4:8978060-8978623 FORWARD LENGTH=187,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G104500
tr_276,Module_59,0.771428571,Phvul.L002700,coding,GLYMA20G02770.1,| Symbols: ZIP10 | zinc transporter 10 precursor | chr1:11175559-11177362 REVERSE LENGTH=364,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.L002700
tr_648,Module_59,0.759861512,Phvul.001G170200,coding,GLYMA03G32990.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G18692.1); Has 42 Blast hits to 42 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:19883986-19885568 FORWARD LENGTH=194,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170200
tr_18664,Module_59,0.75,Phvul.006G107800,coding,GLYMA03G41360.1,"| Symbols: PUB9, ATPUB9 | plant U-box 9 | chr3:2354884-2356613 FORWARD LENGTH=460",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G107800
tr_9619,Module_59,0.741399669,Phvul.008G283500,noncoding,GLYMA02G47400.2,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G283500
tr_7809,Module_59,0.721428571,Phvul.005G166300,coding,GLYMA13G43120.1,| Symbols:  | Homeodomain-like superfamily protein | chr3:5547828-5549397 FORWARD LENGTH=387,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G166300
tr_22435,Module_59,0.721428571,Phvul.010G144300,coding,GLYMA07G01730.1,"| Symbols:  | HAD superfamily, subfamily IIIB acid phosphatase  | chr4:14422310-14423409 REVERSE LENGTH=255",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G144300
tr_1676,Module_59,0.714285714,Phvul.003G290200,coding,GLYMA13G24240.1,"| Symbols: ETT, ARF3 | Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related | chr2:14325444-14328613 REVERSE LENGTH=608",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G290200
tr_12092,Module_60,0.757142857,Phvul.002G274500,coding,GLYMA08G00420.1,"| Symbols: PAD4, ATPAD4 | alpha/beta-Hydrolases superfamily protein | chr3:19431566-19434292 FORWARD LENGTH=541",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G274500
tr_12154,Module_60,0.757142857,Phvul.005G008100,coding,GLYMA15G07980.1,| Symbols: OTP81 | Tetratricopeptide repeat (TPR)-like superfamily protein | chr2:12712884-12715100 FORWARD LENGTH=738,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G008100
tr_26033,Module_60,0.74888323,Phvul.001G185200,coding,GLYMA19G37420.1,| Symbols:  | Pyruvate kinase family protein | chr2:15339253-15342781 FORWARD LENGTH=527,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G185200
tr_14061,Module_60,0.745308609,Phvul.006G197800,coding,GLYMA15G06740.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: pollen tube; Has 543 Blast hits to 512 proteins in 106 species: Archae - 0; Bacteria - 0; Metazoa - 281; Fungi - 54; Plants - 72; Viruses - 0; Other Eukaryotes - 136 (source: NCBI BLink). | chr4:16175198-16176137 FORWARD LENGTH=246,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G197800
tr_11405,Module_60,0.742857143,Phvul.004G011000,coding,GLYMA19G00300.1,| Symbols: CRK42 | cysteine-rich RLK (RECEPTOR-like protein kinase) 42 | chr5:16152121-16155038 FORWARD LENGTH=651,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G011000
tr_18291,Module_60,0.72564819,Phvul.011G019500,coding,GLYMA11G02220.1,"| Symbols: ATCHX17, CHX17 | cation/H+ exchanger 17 | chr4:12342534-12345616 REVERSE LENGTH=820",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G019500
tr_6479,Module_60,0.721428571,Phvul.001G084800,coding,GLYMA16G05310.1,| Symbols:  | RING/U-box superfamily protein | chr3:9823770-9827270 FORWARD LENGTH=772,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G084800
tr_22625,Module_60,0.717857143,Phvul.005G041400,coding,GLYMA08G16750.1,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr4:6574472-6576231 REVERSE LENGTH=377,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G041400
tr_26866,Module_60,0.717857143,Phvul.009G010000,coding,GLYMA17G38250.1,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr4:7939611-7942898 REVERSE LENGTH=1064,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G010000
tr_9768,Module_60,0.714285714,Phvul.009G152400,coding,GLYMA07G32070.1,"| Symbols: ATHSP17.4, HSP17.4 | heat shock protein 17.4 | chr3:16984263-16984733 REVERSE LENGTH=156",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G152400
tr_11480,Module_60,0.714285714,Phvul.011G033400,coding,GLYMA11G11250.1,"| Symbols: ATTOC132, TOC132 | multimeric translocon complex in the outer envelope membrane 132 | chr2:7211489-7215109 REVERSE LENGTH=1206",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G033400
tr_8735,Module_60,0.707142857,Phvul.006G072000,coding,GLYMA11G29280.1,| Symbols:  | Glutaredoxin family protein | chr5:23660428-23661249 FORWARD LENGTH=273,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G072000
tr_26388,Module_61,0.867857143,Phvul.005G109500,noncoding,GLYMA12G18250.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G109500
tr_5737,Module_61,0.859696501,Phvul.003G204000,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G204000
tr_15630,Module_61,0.825,Phvul.002G139100,coding,GLYMA08G36790.1,| Symbols:  | SPT2 chromatin protein | chr2:9658182-9660532 FORWARD LENGTH=569,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G139100
tr_3722,Module_61,0.821428571,Phvul.002G307400,coding,GLYMA08G03630.1,| Symbols: DER1 | DERLIN-1 | chr4:14444937-14446952 FORWARD LENGTH=266,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G307400
tr_25724,Module_61,0.810714286,Phvul.009G177200,coding,GLYMA04G35820.3,"| Symbols: TRP1, pat1 | tryptophan biosynthesis 1 | chr5:5957330-5959681 FORWARD LENGTH=444",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G177200
tr_12639,Module_61,0.803571429,Phvul.004G133400,coding,GLYMA16G33350.1,"| Symbols: CLC-C, ATCLC-C | chloride channel C | chr5:20288489-20292143 REVERSE LENGTH=779",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G133400
tr_22894,Module_61,0.8,Phvul.001G237000,coding,GLYMA14G07110.1,| Symbols:  | Integral membrane Yip1 family protein | chr2:16610216-16612353 REVERSE LENGTH=276,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G237000
tr_14771,Module_61,0.799931063,Phvul.008G089200,coding,GLYMA03G05010.1,| Symbols:  | Protein of unknown function (DUF567) | chr5:290034-291109 FORWARD LENGTH=217,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G089200
tr_16068,Module_61,0.796428571,Phvul.001G037400,coding,GLYMA17G34510.1,| Symbols:  | Putative lysine decarboxylase family protein | chr5:3855072-3856815 FORWARD LENGTH=216,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G037400
tr_9964,Module_61,0.792857143,Phvul.003G064400,coding,GLYMA17G14350.1,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:9758933-9760349 FORWARD LENGTH=350,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G064400
tr_16889,Module_61,0.792833084,Phvul.002G242300,coding,GLYMA05G29510.1,"| Symbols: NIP1;2, NLM2, ATNLM2 | NOD26-like intrinsic protein 1;2 | chr4:10366211-10368179 FORWARD LENGTH=294",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G242300
tr_10992,Module_61,0.785714286,Phvul.003G295900,coding,GLYMA02G15430.1,| Symbols: MEE14 | maternal effect embryo arrest 14 | chr2:6921196-6921978 REVERSE LENGTH=203,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G295900
tr_11362,Module_61,0.785714286,Phvul.009G141000,coding,GLYMA06G15000.1,| Symbols:  | dual specificity protein phosphatase (DsPTP1) family protein | chr3:3422259-3423394 REVERSE LENGTH=282,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G141000
tr_12222,Module_61,0.785584405,Phvul.009G130600,coding,GLYMA04G42360.1,| Symbols:  | Calcium-binding EF-hand family protein | chr1:7553317-7553784 REVERSE LENGTH=155,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G130600
tr_16401,Module_61,0.782142857,Phvul.009G113000,coding,GLYMA06G09370.1,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:3276108-3278464 REVERSE LENGTH=412,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G113000
tr_17146,Module_61,0.782142857,Phvul.002G211700,coding,GLYMA08G07400.1,| Symbols: OXP1 | oxoprolinase 1 | chr5:15056635-15060525 REVERSE LENGTH=1266,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G211700
tr_2759,Module_61,0.778571429,Phvul.011G184000,coding,GLYMA16G08940.1,| Symbols:  | Yippee family putative zinc-binding protein | chr4:13840530-13841279 FORWARD LENGTH=106,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G184000
tr_12881,Module_61,0.778571429,Phvul.011G0501001,coding,GLYMA12G05180.1,| Symbols: XLG2 | extra-large GTP-binding protein 2 | chr4:16441579-16444840 FORWARD LENGTH=861,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G0501001
tr_21943,Module_61,0.778571429,Phvul.001G086700,coding,GLYMA16G05470.1,"| Symbols: DET3, ATVHA-C | vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3) | chr1:4375584-4378220 FORWARD LENGTH=375",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G086700
tr_12754,Module_61,0.775,Phvul.009G151900,coding,GLYMA04G38450.1,| Symbols:  | CONTAINS InterPro DOMAIN/s: Streptomyces cyclase/dehydrase (InterPro:IPR005031); BEST Arabidopsis thaliana protein match is: Polyketide cyclase / dehydrase and lipid transport protein (TAIR:AT4G01650.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:2841536-2845335 REVERSE LENGTH=719,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G151900
tr_19945,Module_61,0.775,Phvul.002G295300,coding,GLYMA08G02410.1,| Symbols:  | 6-phosphogluconate dehydrogenase family protein | chr5:16665647-16667110 REVERSE LENGTH=487,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G295300
tr_13363,Module_61,0.771428571,Phvul.008G108700,coding,GLYMA18G42280.1,| Symbols: CAC3 | acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit | chr2:15917612-15920749 FORWARD LENGTH=769,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G108700
tr_16065,Module_61,0.771428571,Phvul.003G024200,coding,GLYMA02G14350.1,| Symbols:  | ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein | chr3:9308942-9313353 REVERSE LENGTH=1202,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G024200
tr_888,Module_61,0.764285714,Phvul.001G250000,coding,GLYMA18G02310.1,| Symbols:  | SAP domain-containing protein | chr4:18414604-18416938 REVERSE LENGTH=633,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G250000
tr_3677,Module_61,0.764285714,Phvul.006G001200,noncoding,GLYMA13G10650.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G001200
tr_6557,Module_61,0.760714286,Phvul.008G011800,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G011800
tr_11656,Module_61,0.760714286,Phvul.011G1969001,coding,GLYMA13G25890.1,| Symbols:  | nodulin MtN21 /EamA-like transporter family protein | chr5:2191533-2193416 REVERSE LENGTH=402,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G1969001
tr_5262,Module_61,0.757142857,Phvul.003G226100,coding,GLYMA17G15930.1,| Symbols: CKB3 | casein kinase II  beta chain 3 | chr3:22270714-22271962 REVERSE LENGTH=275,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G226100
tr_7175,Module_61,0.757142857,Phvul.005G166500,coding,GLYMA13G43140.1,"| Symbols: PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 | ABC-2 and Plant PDR ABC-type transporter family protein | chr1:22034661-22039844 FORWARD LENGTH=1469",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G166500
tr_6251,Module_61,0.753571429,Phvul.009G026200,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G026200
tr_6844,Module_61,0.753571429,Phvul.006G110100,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G110100
tr_7299,Module_61,0.75,Phvul.009G237400,coding,GLYMA13G00610.2,"| Symbols:  | Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein | chr4:14689420-14691519 REVERSE LENGTH=401",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G237400
